movie_id,imdb_id,title,link_embed_1,link_embed_2,link_m3u8_1,link_m3u8_2
62,,2001: A Space Odyssey,https://vip.opstream14.com/share/db27a2459bbd1a02bc74db649d9759bd,,https://vip.opstream14.com/20220421/9152_19a36f4c/index.m3u8,
63,tt0114746,12 Monkeys,https://vip.opstream14.com/share/90599c8fdd2f6e7a03ad173e2f535751,,https://vip.opstream14.com/20220319/1796_568a62e8/index.m3u8,
64,,Talk to Her,https://vip.opstream14.com/share/9b03bd15cd9675565205c882ded07ef6,,https://vip.opstream14.com/20230713/38558_fe1b96da/index.m3u8,
65,tt0298203,8 Mile,https://vip.opstream15.com/share/215a71a12769b056c3c32e7299f1c5ed,,https://vip.opstream15.com/20220316/1397_72743834/index.m3u8,
69,tt0358273,Walk the Line,https://vip.opstream14.com/share/4f7b1878ea9f443973b114ad099b1485,,https://vip.opstream14.com/20230723/38745_58fbfaab/index.m3u8,
73,tt0120586,American History X,https://vip.opstream14.com/share/a0f3601dc682036423013a5d965db9aa,,https://vip.opstream14.com/20220318/1673_72fd6db8/index.m3u8,
75,,Mars Attacks!,https://vip.opstream14.com/share/3e97f8a21231307807472705ecdf4a97,,https://vip.opstream14.com/20230703/38370_c480b107/index.m3u8,
76,,Before Sunrise,https://vip.opstream12.com/share/ad7a56645fcfda9b3436271850604962,,https://vip.opstream12.com/20220626/22393_345b2f4f/index.m3u8,
78,,Blade Runner,https://vip.opstream12.com/share/9d5a197b365fa7a34ba672e92d784640,,https://vip.opstream12.com/20220701/22913_a0eebce5/index.m3u8,
79,tt0299977,Hero 2002,https://vip.opstream12.com/share/7d78ce41a918d71886c6124f0013c92e,,https://vip.opstream12.com/20220602/17177_68d7d514/index.m3u8,
80,,Before Sunset,https://vip.opstream14.com/share/74306eef5860833e2e47ff169a73b45b,,https://vip.opstream14.com/20220329/3998_b20f0e95/index.m3u8,
80,tt0381681,Before Sunset,https://vip.opstream14.com/share/be53ee61104935234b174e62a07e53cf,,https://vip.opstream14.com/20220318/1566_e3b36b34/index.m3u8,
81,,Nausicaä of the Valley of the Wind,https://vip.opstream15.com/share/13fe9d84310e77f13a6d184dbf1232f3,,https://vip.opstream15.com/20220226/224_ca9b57e6/index.m3u8,
82,,Miami Vice,https://vip.opstream12.com/share/3bd00b198a4acdcdd6de880c3bbc917d,,https://vip.opstream12.com/20220508/14907_f82916fb/index.m3u8,
85,tt0254543,Raiders of the Lost Ark,https://vip.opstream12.com/share/7fc63ff01769c4fa7d9279e97e307829,,https://vip.opstream12.com/20220317/4019_3463f980/index.m3u8,
87,tt0087469,Indiana Jones and the Temple of Doom,https://vip.opstream12.com/share/aec851e565646f6835e915293381e20a,,https://vip.opstream12.com/20220317/4021_6160e9fe/index.m3u8,
89,tt0097576,Indiana Jones and the Last Crusade,https://vip.opstream12.com/share/1192265fb31ab52a6332c561ee6e5258,,https://vip.opstream12.com/20220317/4020_5ed65097/index.m3u8,
90,,Beverly Hills Cop,https://vip.opstream12.com/share/e65070cd27a1a6e979bd685b9114bf10,,https://vip.opstream12.com/20220514/15478_de3831f1/index.m3u8,
96,,Beverly Hills Cop II,https://vip.opstream12.com/share/28c1e04ceae885ace553dd756e8e54bb,,https://vip.opstream12.com/20220514/15477_f0716cc8/index.m3u8,
100,tt0120735,"Lock, Stock and Two Smoking Barrels",https://vip.opstream16.com/share/0f3afa3c17dfb95a44c848293b3d586b,,https://vip.opstream16.com/20230305/32611_fdc013f8/index.m3u8,
101,tt0110413,Léon,https://vip.opstream14.com/share/effc299a1addb07e7089f9b269c31f2f,,https://vip.opstream14.com/20220317/1364_3501a9c7/index.m3u8,
104,,Run Lola Run,https://vip.opstream10.com/share/21be9a4bd4f81549a9d1d241981cec3c,,https://vip.opstream10.com/20220325/1771_3de5d889/index.m3u8,
105,tt0088763,Back to the Future,https://vip.opstream10.com/share/f91e24dfe80012e2a7984afa4480a6d6,,https://vip.opstream10.com/20220321/1273_d63e8064/index.m3u8,
106,,Predator,https://vip.opstream14.com/share/4c80163e1d33860cf9008c8559de7404,,https://vip.opstream14.com/20230523/36753_53a90ee5/index.m3u8,
106,tt0093773,Predator,https://vip.opstream12.com/share/354ac345fd8c6d7ef634d9a8e3d47b83,,https://vip.opstream12.com/20220317/4046_c5acc739/index.m3u8,
113,,"Spring, Summer, Fall, Winter... and Spring",https://vip.opstream14.com/share/7e0bb07735b79680eb1ee707248353fd,,https://vip.opstream14.com/20230528/36916_1c915f8e/index.m3u8,
115,tt0118715,The Big Lebowski,https://vip.opstream17.com/share/95ce3f8d06bd430b4ccd1e8309bf19e6,,https://vip.opstream17.com/20240721/15441_b7c29c6d/index.m3u8,
117,tt0094226,The Untouchables,https://vip.opstream14.com/share/9d8f603b6ac6aeab2c10c00d15979c89,,https://vip.opstream14.com/20230814/39026_a6071dae/index.m3u8,
118,tt0367594,Charlie and the Chocolate Factory,https://vip.opstream15.com/share/04df4d434d481c5bb723be1b6df1ee65,,https://vip.opstream15.com/20220324/1911_eebc7cc2/index.m3u8,
120,tt0120737,The Lord of the Rings 1: The Fellowship of the Ring,https://vip.opstream11.com/share/fa1e9c965314ccd7810fb5ea838303e5,,https://vip.opstream11.com/20220311/1495_da17bad1/index.m3u8,
121,tt0167261,The Lord of the Rings 2: The Two Towers,https://vip.opstream11.com/share/fcdf25d6e191893e705819b177cddea0,,https://vip.opstream11.com/20220311/1494_f31e11c6/index.m3u8,
122,tt0167260,The Lord of the Rings 3: The Return of the King,https://vip.opstream11.com/share/ced556cd9f9c0c8315cfbe0744a3baf0,,https://vip.opstream11.com/20220311/1498_ff3b85f9/index.m3u8,
128,,Princess Mononoke,https://vip.opstream15.com/share/f1b6f2857fb6d44dd73c7041e0aa0f19,,https://vip.opstream15.com/20220303/464_cebd6643/index.m3u8,
129,,Spirited Away,https://vip.opstream12.com/share/539fd53b59e3bb12d203f45a912eeaf2,,https://vip.opstream12.com/20220217/237_83d9137c/index.m3u8,
134,tt0190590,"O Brother, Where Art Thou?",https://vip.opstream16.com/share/ce4a34de8a08d5b2a3fb5dff44d7a5d2,,https://vip.opstream16.com/20231126/38095_e4bcfbf3/index.m3u8,
137,tt0107048,Groundhog Day,https://vip.opstream10.com/share/e8fd4a8a5bab2b3785d794ab51fef55c,,https://vip.opstream10.com/20220325/1767_32f8e488/index.m3u8,
141,tt0246578,Donnie Darko,https://vip.opstream10.com/share/c0560792e4a3c79e62f76cbf9fb277dd,,https://vip.opstream10.com/20220324/1658_99524212/index.m3u8,
146,,"Crouching Tiger, Hidden Dragon",https://vip.opstream12.com/share/5d21263560dafaaf303e72c3ea33208f,,https://vip.opstream12.com/20220530/16995_02ed4ec2/index.m3u8,
147,,The 400 Blows,https://vip.opstream14.com/share/e37923cb28e2a3b2cc8a16e418b22612,,https://vip.opstream14.com/20230619/38064_2fea7e7c/index.m3u8,
150,,48 Hrs.,https://vip.opstream16.com/share/507779fbc52283f223fb8cc6bb9e6d2e,,https://vip.opstream16.com/20221110/25690_03a047a4/index.m3u8,
152,,Star Trek: The Motion Picture,https://vip.opstream16.com/share/85736fd3f78e6b884e0cfec1ee6abc77,,https://vip.opstream16.com/20221230/28323_82343f02/index.m3u8,
154,,Star Trek II: The Wrath of Khan,https://vip.opstream14.com/share/92f812afafa48c6f79dbf10ea1c4e901,,https://vip.opstream14.com/20230709/38483_29e01313/index.m3u8,
155,,The Dark Knight,https://vip.opstream12.com/share/d3989fd6bcf000eeba6633fa4c003b6b,,https://vip.opstream12.com/20220508/14921_bd357a00/index.m3u8,
157,,Star Trek III: The Search for Spock,https://vip.opstream14.com/share/8d6bb63cd30962947301a373dee84121,,https://vip.opstream14.com/20230709/38484_25a2ba3a/index.m3u8,
158,,Knockin' on Heaven's Door,https://vip.opstream12.com/share/4d3a2c830a6d81fe70e1a0691218121a,,https://vip.opstream12.com/20220515/15957_bfacb236/index.m3u8,
162,,Edward Scissorhands,https://vip.opstream12.com/share/32cd0b3cfed084c5c03f6aafa0bb8d13,,https://vip.opstream12.com/20220623/21616_52b743d3/index.m3u8,
162,tt0099487,Edward Scissorhands,https://vip.opstream14.com/share/0395b98de9a261e0dbc630e72b6bf183,,https://vip.opstream14.com/20230811/39007_90aacaf4/index.m3u8,
163,tt0349903,Ocean's Twelve,https://vip.opstream14.com/share/575afbdca5a101e3088b2b6554398b0c,,https://vip.opstream14.com/20220419/8771_cfce0776/index.m3u8,
164,,Breakfast at Tiffany's,https://vip.opstream14.com/share/98a5ad54e01fee0f3a9b88257b81c878,,https://vip.opstream14.com/20230602/37138_c13e834f/index.m3u8,
165,tt0096874,Back to the Future Part II,https://vip.opstream10.com/share/e702e51da2c0f5be4dd354bb3e295d37,,https://vip.opstream10.com/20220321/1274_97171da5/index.m3u8,
168,,Star Trek IV: The Voyage Home,https://vip.opstream14.com/share/0141f065e310a9e40011628269e71ded,,https://vip.opstream14.com/20230709/38486_02a13246/index.m3u8,
169,,Predator 2,https://vip.opstream14.com/share/7c985c86cdb068f0cdd3014ce627458f,,https://vip.opstream14.com/20230523/36754_5e07e305/index.m3u8,
170,,28 Days Later,https://vip.opstream14.com/share/210839f22fcfcd9f208f9db212fe50e1,,https://vip.opstream14.com/20230623/38160_38e20fb0/index.m3u8,
172,,Star Trek V: The Final Frontier,https://vip.opstream16.com/share/360dda69b3c87be20a0f87da3367b416,,https://vip.opstream16.com/20220901/22097_e7ab01d0/index.m3u8,
174,,Star Trek VI: The Undiscovered Country,https://vip.opstream16.com/share/1b2294fb4080ec50d3f2e3143a558e43,,https://vip.opstream16.com/20220901/22098_092a7ad7/index.m3u8,
180,tt0181689,Minority Report,https://vip.opstream10.com/share/6a5dfac4be1502501489fc0f5a24b667,,https://vip.opstream10.com/20220325/1750_227d0a46/index.m3u8,
184,,Jackie Brown,https://vip.opstream14.com/share/ed1b9807eea87cdd31bc57a81490bb43,,https://vip.opstream14.com/20230506/36116_b24577cd/index.m3u8,
185,,A Clockwork Orange,https://vip.opstream14.com/share/1786aee548304a7a90c0fd42c9bd919b,,https://vip.opstream14.com/20230704/38382_a2cae1a1/index.m3u8,
186,,Lucky Number Slevin,https://vip.opstream14.com/share/0d2d3e6ccfde2699ef5e675f23448bca,,https://vip.opstream14.com/20230610/37439_2c096eec/index.m3u8,
189,tt0458481,Sin City: A Dame to Kill for,https://vip.opstream16.com/share/98dce83da57b0395e163467c9dae521b,,https://vip.opstream16.com/20220223/93_aff7f399/index.m3u8,
194,tt0211915,Le fabuleux destin d'Amélie Poulain,https://vip.opstream12.com/share/13b919438259814cd5be8cb45877d577,,https://vip.opstream12.com/20220318/4177_feddd3a4/index.m3u8,
194,,Amélie,https://vip.opstream14.com/share/d6974677d201a520dcf63a22455787bb,,https://vip.opstream14.com/20230228/33084_a15b9caa/index.m3u8,
196,tt0099088,Back to the Future Part III,https://vip.opstream14.com/share/dcf3219715a7c9cd9286f19db46f2384,,https://vip.opstream14.com/20220422/9342_7c5f3d98/index.m3u8,
200,,Star Trek: Insurrection,https://vip.opstream14.com/share/ca1f85ef496eab54e49488b53bf20f1e,,https://vip.opstream14.com/20230709/38485_364a3b24/index.m3u8,
201,,Star Trek: Nemesis,https://vip.opstream14.com/share/522bfd1b063080c9c6aa957b01f33005,,https://vip.opstream14.com/20230709/38487_559162f7/index.m3u8,
204,tt27487473,The Wages of Fear,https://vip.opstream17.com/share/1731592aca5fb4d789c4119c65c10b4b,,https://vip.opstream17.com/20240412/4494_4c35ddb9/index.m3u8,
205,tt0395169,Hotel Rwanda,https://vip.opstream14.com/share/e3ee1f02e91cc4b97c22c4da50d010bc,,https://vip.opstream14.com/20230806/38982_4a7ef7c6/index.m3u8,
207,tt0097165,Dead Poets Society,https://vip.opstream14.com/share/fd69dbe29f156a7ef876a40a94f65599,,https://vip.opstream14.com/20220322/2328_d276160e/index.m3u8,
213,,North by Northwest,https://vip.opstream12.com/share/ad5d64641d6cf8ab8e65e94a247918b4,,https://vip.opstream12.com/20220514/15476_6c46873f/index.m3u8,
214,,Saw III,https://vip.opstream12.com/share/ef35613fc5fa4c4c512d552533f5e6f2,,https://vip.opstream12.com/20220318/4210_67e4402f/index.m3u8,
215,tt0432348,Saw II,https://vip.opstream12.com/share/5901fe6483310c89c35b54455f2a5557,,https://vip.opstream12.com/20220317/4048_e206b342/index.m3u8,
217,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,https://vip.opstream12.com/share/d5ff135377d39f1de7372c95c74dd962,,https://vip.opstream12.com/20220317/4022_884fca72/index.m3u8,
218,,The Terminator,https://vip.opstream16.com/share/8bb2c536d0fb580ce30b60ca38f773dd,,https://vip.opstream16.com/20230124/29783_e6c50249/index.m3u8,
219,,Volver,https://vip.opstream14.com/share/d0b5eca03e134d06550912d2a5c1f314,,https://vip.opstream14.com/20230222/32711_7b111866/index.m3u8,
231,tt0365737,Syriana,https://vip.opstream14.com/share/ecc008a2e2e0a62395ada91aaf5d6236,,https://vip.opstream14.com/20230724/38759_54ad1f6b/index.m3u8,
237,,Young Adam,https://vip.opstream14.com/share/127eeffce3105803c5cbd2aa9428ef5c,,https://vip.opstream14.com/20230110/29220_0c7339ba/index.m3u8,
241,,Natural Born Killers,https://vip.opstream14.com/share/b0dfd1bbadca4092f9d14d7a74085df0,,https://vip.opstream14.com/20230626/38251_c7791761/index.m3u8,
242,tt0099674,The Godfather: Part III,https://vip.opstream15.com/share/0004d0b59e19461ff126e3a08a814c33,,https://vip.opstream15.com/20220324/1970_5e0ce05a/index.m3u8,
243,,High Fidelity,https://vip.opstream14.com/share/4ac20f72e05b86b3dc759608b60f5d67,,https://vip.opstream14.com/20220627/16006_d5987b0c/index.m3u8,
245,tt0276751,About a Boy,https://vip.opstream14.com/share/5cfa02f9154d8220d0a911d6ca82ddb5,,https://vip.opstream14.com/20230801/38897_f6296be5/index.m3u8,
247,,The Killing,https://vip.opstream14.com/share/f9d6b4b6c27bc520071ac934b5845e50,,https://vip.opstream14.com/20230204/30224_ea4c7fe1/index.m3u8,
262,tt0085794,The King of Comedy,https://vip.opstream14.com/share/1818b89fb312ec0eb1ae01c352bbbc92,,https://vip.opstream14.com/20231012/40331_67ec8551/index.m3u8,
267,tt0118819,Live Flesh,https://vip.opstream17.com/share/cc1aa436277138f61cda703991069eaf,,https://vip.opstream17.com/20240220/977_f51f563c/index.m3u8,
272,tt0372784,Batman Begins,https://vip.opstream15.com/share/c5cc17e395d3049b03e0f1ccebb02b4d,,https://vip.opstream15.com/20220316/1450_c36170a3/index.m3u8,
274,tt0102926,The Silence of the Lambs,https://vip.opstream16.com/share/c669ac8af779712a937d11cd9561ece8,,https://vip.opstream16.com/20231105/36779_0f30bf1a/index.m3u8,
278,,The Shawshank Redemption,https://vip.opstream12.com/share/13fe9d84310e77f13a6d184dbf1232f3,https://vip.opstream15.com/share/d1c38a09acc34845c6be3a127a5aacaf,https://vip.opstream12.com/20220217/224_5d301141/index.m3u8,https://vip.opstream15.com/20220226/225_0f69841c/index.m3u8
279,tt0086879,Amadeus,https://vip.opstream12.com/share/bbbe7ef28a0018c4484eaa8b2d0a0328,,https://vip.opstream12.com/20220317/3988_29e78766/index.m3u8,
280,tt0103064,Terminator 2: Judgment Day,https://vip.opstream12.com/share/adc8ca1b15e20915c3ea6008fc2f52ed,,https://vip.opstream12.com/20220318/4170_abd89a37/index.m3u8,
285,tt0449088,Pirates of the Caribbean: At World's End,https://vip.opstream11.com/share/4dcf435435894a4d0972046fc566af76,,https://vip.opstream11.com/20220311/1507_c6ffd441/index.m3u8,
293,,A River Runs Through It,https://vip.opstream12.com/share/b9f9c5fc82fdcd944d7041adcc98ff36,,https://vip.opstream12.com/20220514/15489_7bae00d5/index.m3u8,
297,tt0119643,Meet Joe Black,https://vip.opstream15.com/share/310dcbbf4cce62f762a2aaa148d556bd,,https://vip.opstream15.com/20220228/333_1ac0224a/index.m3u8,
298,,Ocean's Thirteen,https://vip.opstream12.com/share/8206a42a49e26f8419132a9c97e016f6,,https://vip.opstream12.com/20220623/21615_6453752e/index.m3u8,
299,,Ocean's Eleven,https://vip.opstream12.com/share/f4f4a06c589ea53edf4a9b18e70bbd40,,https://vip.opstream12.com/20220417/10986_9aad6230/index.m3u8,
300,,The Science of Sleep,https://vip.opstream14.com/share/f929d4ab787bcc375e5ccad6085fb60c,,https://vip.opstream14.com/20230626/38242_1d7a1ad9/index.m3u8,
301,,Rio Bravo,https://vip.opstream14.com/share/451fbb024d0794ffcda2258170740a1e,,https://vip.opstream14.com/20230129/30001_e0f24301/index.m3u8,
306,,Beverly Hills Cop III,https://vip.opstream12.com/share/207f170979dd72ff5776e20d07c28732,,https://vip.opstream12.com/20220509/14979_55605047/index.m3u8,
310,tt0315327,Bruce Almighty,https://vip.opstream15.com/share/e6384711491713d29bc63fc5eeb5ba4f,,https://vip.opstream15.com/20220321/1679_95ce2a7b/index.m3u8,
311,,Once Upon a Time in America,https://vip.opstream14.com/share/8cb3b004d0eb6f2fc1cf8e345e2f1349,,https://vip.opstream14.com/20220627/16016_1e63e02d/index.m3u8,
314,tt0327554,Catwoman,https://vip.opstream15.com/share/83f2550373f2f19492aa30fbd5b57512,,https://vip.opstream15.com/20220316/1514_2101ca60/index.m3u8,
319,,True Romance,https://vip.opstream14.com/share/db59312b9eb5439bf9e3c66374aed1f7,,https://vip.opstream14.com/20230708/38469_56d51b35/index.m3u8,
322,tt0327056,Mystic River,https://vip.opstream15.com/share/ddeebdeefdb7e7e7a697e1c3e3d8ef54,,https://vip.opstream15.com/20220331/2411_5832bfaa/index.m3u8,
326,,Snakes on a Plane,https://vip.opstream14.com/share/076a8133735eb5d7552dc195b125a454,,https://vip.opstream14.com/20220412/7375_89a83b75/index.m3u8,
329,,Jurassic Park,https://vip.opstream12.com/share/74d3b2328adadbd5c9740b050d0a333c,,https://vip.opstream12.com/20220529/16942_377d0cc1/index.m3u8,
330,tt0119567,The Lost World: Jurassic Park,https://vip.opstream16.com/share/4c56ff4ce4aaf9573aa5dff913df997a,,https://vip.opstream16.com/20220224/121_274179c1/index.m3u8,
335,,Once Upon a Time in the West,https://vip.opstream14.com/share/fe7ee8fc1959cc7214fa21c4840dff0a,,https://vip.opstream14.com/20220314/986_427fa2a2/index.m3u8,
339,,Night on Earth,https://vip.opstream15.com/share/4ab7331b2a992a4c4fa54280bc7b50de,,https://vip.opstream15.com/20220702/24433_5ab5e874/index.m3u8,
345,tt0120663,Eyes Wide Shut,https://vip.opstream10.com/share/96a93ba89a5b5c6c226e49b88973f46e,,https://vip.opstream10.com/20220325/1766_34b82a18/index.m3u8,
346,,Seven Samurai,https://vip.opstream14.com/share/b0c36c9e967a20ad29b5d8e26cb2bc91,,https://vip.opstream14.com/20230609/37413_42858444/index.m3u8,
350,tt0458352,The Devil Wears Prada,https://vip.opstream10.com/share/25e2a30f44898b9f3e978b1786dcd85c,,https://vip.opstream10.com/20220324/1729_56f28f2d/index.m3u8,
364,,Batman Returns,https://vip.opstream14.com/share/81e52e07201f7512151e362fd391ba0d,,https://vip.opstream14.com/20230621/38091_f42ba9b0/index.m3u8,
379,,Miller's Crossing,https://vip.opstream14.com/share/4cc79b05efacf681d3c957b92ec08ac2,,https://vip.opstream14.com/20230609/37410_d0771090/index.m3u8,
380,tt0095953,Rain Man,https://vip.opstream15.com/share/03e7d2ebec1e820ac34d054df7e68f48,,https://vip.opstream15.com/20220324/1950_bb4123e9/index.m3u8,
387,,Das Boot,https://vip.opstream12.com/share/34f9679482b481012016f1f5c8b977f0,,https://vip.opstream12.com/20220524/16789_701d6001/index.m3u8,
391,,A Fistful of Dollars,https://vip.opstream14.com/share/07044df9f0dc1d12e08825ac86cc9f6d,,https://vip.opstream14.com/20230530/37018_a13c1aef/index.m3u8,
393,,Kill Bill: Vol. 2,https://vip.opstream10.com/share/e8d92f99edd25e2cef48eca48320a1a5,,https://vip.opstream10.com/20220324/1665_92f76718/index.m3u8,
395,tt0370263,AVP: Alien vs. Predator,https://vip.opstream15.com/share/cfa5301358b9fcbe7aa45b1ceea088c6,,https://vip.opstream15.com/20220316/1500_4f03745f/index.m3u8,
396,,Who's Afraid of Virginia Woolf?,https://vip.opstream14.com/share/05fcd4cd897496a3adb59e6d0ec7e9dc,,https://vip.opstream14.com/20230220/32468_6c85041c/index.m3u8,
401,tt0333766,Garden State,https://vip.opstream14.com/share/498bf3790c922596b795a8dfa3255b56,,https://vip.opstream14.com/20230806/38980_d263d27e/index.m3u8,
402,,Basic Instinct,https://vip.opstream14.com/share/343e8f41b18325a6058adc3773ed4d53,,https://vip.opstream14.com/20230528/36890_bf703a1c/index.m3u8,
403,tt0097239,Driving Miss Daisy,https://vip.opstream11.com/share/08027f325b385cf6df38c8bf89f6ebd2,,https://vip.opstream11.com/20240922/53254_08027f32/index.m3u8,
404,tt0166896,The Straight Story,https://vip.opstream14.com/share/80d0511bf163fe3b6cde7fe875b7d973,,https://vip.opstream14.com/20230724/38761_9a2a76ff/index.m3u8,
409,,The English Patient,https://vip.opstream14.com/share/d0fc765394ea43cf2fae2be4824c7cce,,https://vip.opstream14.com/20230721/38704_22d463df/index.m3u8,
411,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",https://vip.opstream14.com/share/cd14821dab219ea06e2fd1a2df2e3582,,https://vip.opstream14.com/20220319/1801_7f884bdb/index.m3u8,
415,,Batman & Robin,https://vip.opstream12.com/share/b0f13a12e828374f22b1be5980afae58,,https://vip.opstream12.com/20220516/16095_11876b0e/index.m3u8,
421,,The Life Aquatic with Steve Zissou,https://vip.opstream14.com/share/b4624271eb5857decee95b33f761d501,,https://vip.opstream14.com/20230707/38449_ae010312/index.m3u8,
424,,Schindler's List,https://vip.opstream14.com/share/be18f4dac22b7a34ce750a5e3e2eed21,,https://vip.opstream14.com/20220725/18966_14793e1f/index.m3u8,
435,tt0319262,The Day After Tomorrow,https://vip.opstream15.com/share/b265ce60fe4c5384e622b09eb829b8df,,https://vip.opstream15.com/20220316/1445_cbb05ca4/index.m3u8,
438,,Cube Zero,https://vip.opstream14.com/share/37d5fa050fb58c769c3d89b398687e73,,https://vip.opstream14.com/20230611/37469_d5bbb051/index.m3u8,
439,tt0053779,La dolce vita,https://vip.opstream14.com/share/99c3c828637e01c4337451ab836f62ef,,https://vip.opstream14.com/20230315/33697_ab7df4b8/index.m3u8,
440,tt0758730,AVPR: Aliens vs Predator  Requiem,https://vip.opstream15.com/share/5cbdfd0dfa22a3fca7266376887f549b,,https://vip.opstream15.com/20220316/1501_1116251e/index.m3u8,
445,,Caché,https://vip.opstream16.com/share/30c5ba4650eee4a5550cdfa16fb4f195,,https://vip.opstream16.com/20240117/40789_e085d272/index.m3u8,
451,tt0113627,Leaving Las Vegas,https://vip.opstream14.com/share/96a65578dd725718afb62869c9c1c3b3,,https://vip.opstream14.com/20230729/38834_e0099c90/index.m3u8,
453,,A Beautiful Mind,https://vip.opstream12.com/share/bf34e4c28fa03210f476777d37953134,,https://vip.opstream12.com/20220522/16708_eaa1bea9/index.m3u8,
454,tt0117509,Romeo + Juliet,https://vip.opstream12.com/share/e8aac01231200e7ef318b9db75c72695,,https://vip.opstream12.com/20220319/4345_c3d69afe/index.m3u8,
455,,Bend It Like Beckham,https://vip.opstream12.com/share/521eae94653641ec7be496db736ce3f6,,https://vip.opstream12.com/20220528/16926_eff8183a/index.m3u8,
462,,Erin Brockovich,https://vip.opstream14.com/share/8526e0962a844e4a2f158d831d5fddf7,,https://vip.opstream14.com/20220330/4315_1191e108/index.m3u8,
468,tt0102494,My Own Private Idaho,https://vip.opstream17.com/share/4132e96a90534adcb9ecdc09e73d10d7,,https://vip.opstream17.com/20240628/13933_764c93b2/index.m3u8,
470,,21 Grams,https://vip.opstream16.com/share/c93f6bc00902863602e25adcda3b1565,,https://vip.opstream16.com/20220901/22084_227487e3/index.m3u8,
473,,Pi,https://vip.opstream14.com/share/fc030e12822fd71ae451780a2b21520e,,https://vip.opstream14.com/20230625/38222_47aa62f9/index.m3u8,
475,,Bonnie and Clyde,https://vip.opstream14.com/share/c74214a3877c4d8297ac96217d5189b7,,https://vip.opstream14.com/20220418/8596_63f17746/index.m3u8,
480,tt0265343,Monsoon Wedding,https://vip.opstream11.com/share/3811a9de909221112268555204a5b90a,,https://vip.opstream11.com/20240920/53206_3811a9de/index.m3u8,
489,tt0119217,Good Will Hunting,https://vip.opstream15.com/share/29530de21430b7540ec3f65135f7323c,,https://vip.opstream15.com/20220324/1930_8e4eae60/index.m3u8,
490,tt0050976,The Seventh Seal,https://vip.opstream16.com/share/82367463300c6d423d4bf86699b0d20b,,https://vip.opstream16.com/20231114/37418_7beede2d/index.m3u8,
492,tt0120601,Being John Malkovich,https://vip.opstream90.com/share/51d92be1c60d1db1d2e5e7a07da55b26,,https://vip.opstream90.com/20240710/462_51d92be1/index.m3u8,
496,,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,https://vip.opstream14.com/share/46c2d9dd8ea2457367e2d53a9d0baddb,,https://vip.opstream14.com/20220825/20555_6a71b7e1/index.m3u8,
